judul,konteks,komen,apakah_komen_utama,dari_komen_utama,emoticon,label
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",😂😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",🔥🔥🔥,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Dan terjadi lagi....,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Manusia Dajal,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Manusia gak tau diri,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Sy yakin PDIP pasti menang di seluruh Daerah yg Kada-nya didukung Jkw.. Ayo Jatim, Bu Risma harus menang, wayahe ganti Gubernur",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Org mencLa mencLe mana bisa di pegang omongan nyaaa....,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",😂😂😂😂😂😮😮😮,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","AI itu, Jokowi bilngnya mau jadi rakyar biasa 😂",TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Post power sindrom 😢,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Amit amit jabang bayi 🤮🤮🤮🤮🤮,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Mas Bowo kan muridnya Mulyono apa yang Mulyono ajarkan pasti di lakukan sama mas Bowo tanpa malu, guru kencing berdiri murid kencing berlari 😂😂",TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",YNTKTS😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Udah kayak banditt kelas kakap ya wak😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Si Mulyono @jokowi contoh Pensiunan Presiden yg tidak Memiliki ke Ilmuan.,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Apalagi lihat kelakuan jongosnya yg arogan itu si Ara, gw warga DKI yg tadinya mau golput bakal pilih si Doel ✍️",TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","""Saya akan kembali ke solo sebagai rakyat biasa"" WKWKWKWKWKWKWKWKWKWKWK ANJIR LUCU BANGETTTT 🤣🤣🤣🤣🤣🤣🤣🤣",TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Semua demi anak di tahun 2029,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Ngomong mau pensiun,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Yuhuuu,TRUE,Tidak ada,FALSE,
